longitude,latitude,M13_log
57.64356,-34.047806,-0.6348842210042397
57.652287,-34.049324,-0.6318369994044779
57.66102,-34.050835,-0.6440819984665913
57.66974,-34.05234,-0.6410066631603596
57.678463,-34.05385,-0.6379407565523733
57.687183,-34.055355,-0.6410066631603596
57.730724,-34.06288,-0.6471668206428753
57.73942,-34.064373,-0.6379407565523733
57.748108,-34.065876,-0.6318369994044779
57.756805,-34.067368,-0.6348842210042397
57.76549,-34.068863,-0.6379407565523733
57.81754,-34.07782,-0.6410066631603596
57.826206,-34.079292,-0.6502611884010344
57.90404,-34.092617,-0.6318369994044779
58.007442,-34.11023,-0.6379407565523733
58.016045,-34.111687,-0.6287990351621162
58.024635,-34.113136,-0.6257702722003863
58.03323,-34.1146,-0.6227506549505115
58.07614,-34.121876,-0.6318369994044779
58.084713,-34.12332,-0.6440819984665913
58.110435,-34.127666,-0.6440819984665913
58.12756,-34.130566,-0.6318369994044779
58.161793,-34.136322,-0.6533651609996125
58.170338,-34.137768,-0.6348842210042397
58.187435,-34.140644,-0.6410066631603596
58.195976,-34.14208,-0.6318369994044779
58.204517,-34.143517,-0.6318369994044779
58.21306,-34.144955,-0.6348842210042397
58.2216,-34.146385,-0.6348842210042397
58.23013,-34.14781,-0.6318369994044779
58.23866,-34.14925,-0.6440819984665913
58.247177,-34.150677,-0.6533651609996125
58.255714,-34.152103,-0.6440819984665913
58.400352,-34.176243,-0.6502611884010344
58.48516,-34.190296,-0.6471668206428753
58.49363,-34.191696,-0.6471668206428753
58.51903,-34.195896,-0.6440819984665913
58.535957,-34.19868,-0.6440819984665913
58.544426,-34.200077,-0.6471668206428753
58.56981,-34.204258,-0.6410066631603596
58.57827,-34.205643,-0.6379407565523733
58.58672,-34.207035,-0.6410066631603596
58.59517,-34.208424,-0.6379407565523733
58.603622,-34.209816,-0.6410066631603596
58.612064,-34.211197,-0.6410066631603596
58.62051,-34.21258,-0.6440819984665913
58.839687,-34.24833,-0.6502611884010344
58.915325,-34.26064,-0.6533651609996125
58.92373,-34.261993,-0.6533651609996125
58.93213,-34.263348,-0.6533651609996125
58.940536,-34.2647,-0.6502611884010344
58.948944,-34.26606,-0.6502611884010344
58.95735,-34.26741,-0.6502611884010344
59.00775,-34.27551,-0.6533651609996125
59.016155,-34.276855,-0.6502611884010344
