longitude,latitude,M13_log,threshold,granule_key,source_vnp02,source_vnp03,geometry,Dzongkhag,cluster
91.19303894042969,27.188074111938477,-0.8484088741480932,-0.8496845787647923,2023102.2018,VNP02MOD.A2023102.2018.002.2023107001312.nc,VNP03MOD.A2023102.2018.002.2023106233733.nc,POINT (91.19303894042969 27.188074111938477),Monggar,0
91.21238708496094,27.03139877319336,-0.8446376762950785,-0.8496845787647923,2023102.2018,VNP02MOD.A2023102.2018.002.2023107001312.nc,VNP03MOD.A2023102.2018.002.2023106233733.nc,POINT (91.21238708496094 27.03139877319336),Monggar,0
91.21892547607422,27.018495559692383,-0.8334086707694044,-0.8496845787647923,2023102.2018,VNP02MOD.A2023102.2018.002.2023107001312.nc,VNP03MOD.A2023102.2018.002.2023106233733.nc,POINT (91.21892547607422 27.018495559692383),Monggar,0
91.24435424804688,27.19598388671875,1.549596131658285,1.0521117007000524,2023103.0736,VNP02MOD.A2023103.0736.002.2023108100732.nc,VNP03MOD.A2023103.0736.002.2023108092644.nc,POINT (91.24435424804688 27.19598388671875),Monggar,0
91.24819946289062,27.194507598876953,1.4211381831735108,1.0521117007000524,2023103.0736,VNP02MOD.A2023103.0736.002.2023108100732.nc,VNP03MOD.A2023103.0736.002.2023108092644.nc,POINT (91.24819946289062 27.194507598876953),Monggar,0
91.2623291015625,27.199918746948242,0.22683938178446383,0.10269054626179552,2023103.2000,VNP02MOD.A2023103.2000.002.2023108103129.nc,VNP03MOD.A2023103.2000.002.2023108095437.nc,POINT (91.2623291015625 27.199918746948242),Monggar,0
91.2308349609375,27.197813034057617,0.7375783404232568,0.10269054626179552,2023103.2000,VNP02MOD.A2023103.2000.002.2023108103129.nc,VNP03MOD.A2023103.2000.002.2023108095437.nc,POINT (91.2308349609375 27.197813034057617),Monggar,0
91.23056030273438,27.181411743164062,0.12942144896182944,0.10269054626179552,2023103.2000,VNP02MOD.A2023103.2000.002.2023108103129.nc,VNP03MOD.A2023103.2000.002.2023108095437.nc,POINT (91.23056030273438 27.181411743164062),Monggar,0
91.25115966796875,27.176668167114258,2.5174912055420435,2.0838161421860586,2023104.0718,VNP02MOD.A2023104.0718.002.2023104150204.nc,VNP03MOD.A2023104.0718.002.2023104142914.nc,POINT (91.25115966796875 27.176668167114258),Monggar,0
91.25225067138672,27.180063247680664,2.2760682263621144,2.0838161421860586,2023104.0718,VNP02MOD.A2023104.0718.002.2023104150204.nc,VNP03MOD.A2023104.0718.002.2023104142914.nc,POINT (91.25225067138672 27.180063247680664),Monggar,0
91.24414825439453,27.179061889648438,2.310193050306911,2.0838161421860586,2023104.0718,VNP02MOD.A2023104.0718.002.2023104150204.nc,VNP03MOD.A2023104.0718.002.2023104142914.nc,POINT (91.24414825439453 27.179061889648438),Monggar,0
91.2206802368164,27.22469139099121,1.4887067650907067,0.48525356307172063,2023104.1942,VNP02MOD.A2023104.1942.002.2023105032424.nc,VNP03MOD.A2023104.1942.002.2023105030132.nc,POINT (91.2206802368164 27.22469139099121),Monggar,0
91.21939086914062,27.218034744262695,0.7657993267232258,0.48525356307172063,2023104.1942,VNP02MOD.A2023104.1942.002.2023105032424.nc,VNP03MOD.A2023104.1942.002.2023105030132.nc,POINT (91.21939086914062 27.218034744262695),Monggar,0
91.23346710205078,27.208845138549805,0.5593743426825324,0.48525356307172063,2023104.1942,VNP02MOD.A2023104.1942.002.2023105032424.nc,VNP03MOD.A2023104.1942.002.2023105030132.nc,POINT (91.23346710205078 27.208845138549805),Monggar,0
91.24292755126953,27.1676082611084,0.5274367918800933,0.48525356307172063,2023104.1942,VNP02MOD.A2023104.1942.002.2023105032424.nc,VNP03MOD.A2023104.1942.002.2023105030132.nc,POINT (91.24292755126953 27.1676082611084),Monggar,0
91.26702880859375,27.183246612548828,1.3317335190347772,1.3197410081829826,2023105.0700,VNP02MOD.A2023105.0700.002.2023105152155.nc,VNP03MOD.A2023105.0700.002.2023105145448.nc,POINT (91.26702880859375 27.183246612548828),Monggar,0
91.24429321289062,27.21389389038086,1.5635791869706972,1.3197410081829826,2023105.0700,VNP02MOD.A2023105.0700.002.2023105152155.nc,VNP03MOD.A2023105.0700.002.2023105145448.nc,POINT (91.24429321289062 27.21389389038086),Monggar,0
91.25128936767578,27.22185707092285,1.5985225518955637,1.3197410081829826,2023105.0700,VNP02MOD.A2023105.0700.002.2023105152155.nc,VNP03MOD.A2023105.0700.002.2023105145448.nc,POINT (91.25128936767578 27.22185707092285),Monggar,0
91.24327087402344,27.220590591430664,1.622435787534267,1.3197410081829826,2023105.0700,VNP02MOD.A2023105.0700.002.2023105152155.nc,VNP03MOD.A2023105.0700.002.2023105145448.nc,POINT (91.24327087402344 27.220590591430664),Monggar,0
91.25148010253906,27.21012306213379,0.37957681516074776,0.13290342434202193,2023105.1924,VNP02MOD.A2023105.1924.002.2023106020410.nc,VNP03MOD.A2023105.1924.002.2023106014518.nc,POINT (91.25148010253906 27.21012306213379),Monggar,0
91.26161193847656,27.208776473999023,0.20336008473845255,0.13290342434202193,2023105.1924,VNP02MOD.A2023105.1924.002.2023106020410.nc,VNP03MOD.A2023105.1924.002.2023106014518.nc,POINT (91.26161193847656 27.208776473999023),Monggar,0
91.2568588256836,27.187166213989258,0.589426649855789,0.13290342434202193,2023105.1924,VNP02MOD.A2023105.1924.002.2023106020410.nc,VNP03MOD.A2023105.1924.002.2023106014518.nc,POINT (91.2568588256836 27.187166213989258),Monggar,0
91.22959899902344,27.190139770507812,-0.1415055286568357,-0.14676930957725934,2023106.0636,VNP02MOD.A2023106.0636.002.2023106135926.nc,VNP03MOD.A2023106.0636.002.2023106134043.nc,POINT (91.22959899902344 27.190139770507812),Monggar,0
91.26318359375,27.21364402770996,-0.12670874910666774,-0.14676930957725934,2023106.0636,VNP02MOD.A2023106.0636.002.2023106135926.nc,VNP03MOD.A2023106.0636.002.2023106134043.nc,POINT (91.26318359375 27.21364402770996),Monggar,0
91.2236557006836,27.34048843383789,-0.11757072508896557,-0.14676930957725934,2023106.0636,VNP02MOD.A2023106.0636.002.2023106135926.nc,VNP03MOD.A2023106.0636.002.2023106134043.nc,POINT (91.2236557006836 27.34048843383789),Monggar,0
91.21409606933594,27.02236557006836,-0.6753670004461197,-0.676068381235629,2023106.1906,VNP02MOD.A2023106.1906.002.2023107022530.nc,VNP03MOD.A2023106.1906.002.2023107015539.nc,POINT (91.21409606933594 27.02236557006836),Monggar,0
